id,text,anger,fear,joy,sadness,surprise
eng_train_track_b_00660,hit it off really well,0,0,3,0,0
eng_train_track_b_00661,i had my eye on the fabric for months,0,0,1,0,0
eng_train_track_b_00662,i am still getting used to getting my feet in and out of the clips on the spd pedals,0,1,0,0,0
eng_train_track_b_00663,i brush my teeth at least twice a day,0,0,0,0,0
eng_train_track_b_00664,i got a labrador puppy for my 4th birthday greatest present ever,0,0,3,0,1
eng_train_track_b_00665,shadows falls new cd threads of life in my eyes can be placed alongside the art of balance and the war within,0,0,1,0,0
eng_train_track_b_00666,jeff what is that,0,2,0,0,2
eng_train_track_b_00667,un luckily i missed two days of work last week the day the nurse told me to go home and thursday because my throat was so sore waking up that i couldn t talk,0,1,0,1,0
eng_train_track_b_00668,i don t need this job and you know it,2,0,0,0,0
eng_train_track_b_00669,my parents kept yelling while i walked into the living room and started watching tv knife still protruding from my lung,1,3,0,3,1
eng_train_track_b_00670,i am so afraid of sleeping on my back that i don t sleep well during the night,0,2,0,0,0
eng_train_track_b_00671,i will probably die never knowing more of him,0,1,0,3,0
eng_train_track_b_00672,i brought my hand up to my forehead and gave him a salute,0,0,0,0,0
eng_train_track_b_00673,until then i m just a ghost in the shadows a very odd ghost that knows her throwaway,0,2,0,1,1
eng_train_track_b_00674,posted by melissa at 10 29 am atrial fibrillation revisit at the end of lunch on tuesday i felt my heart start racing,0,2,0,0,0
eng_train_track_b_00675,she laughs because she s so very nervous,0,2,1,0,0
eng_train_track_b_00676,i look underhand nothing was there,0,2,0,0,1
eng_train_track_b_00677,some days its like there is a fog sitting on top of my brain and i can t seem to get rid of it,0,2,0,2,0
eng_train_track_b_00678,so in order to impress her i put on a brave face and shook my head with a scoff,0,0,0,0,0
eng_train_track_b_00679,the person becomes extremely powerful,0,1,0,0,1
eng_train_track_b_00680,is not an option by it s me in my natural pajama clad state with no make up aside from some optical enhancement that didn t want to wash off without done up hair and with the zit on my forehead that i ve been battling for about a week free and red and proud and that s the spirit of the meme correct,0,0,0,1,0
eng_train_track_b_00681,or luck out and get a perfectly sane person,0,1,1,0,0
eng_train_track_b_00682,never found anything kind of spooky,0,2,0,0,1
eng_train_track_b_00683,but i am exhausted my eyes feel like they are about to pop out of my head i need some soothing music and images to help my mediate even for a few minutes just take me away 365 yoga monday s musical meditation 0 minutes ago early night first day of work after mat,0,2,0,1,0
eng_train_track_b_00684,all the changes get thrown out of the window as i attempt to keep my head above water during this 4 day work week before the july 4th weekend,0,2,0,0,0
eng_train_track_b_00685,another thing that bothers me is that sometimes i stick my neck out for people at work and i do nt even get a thank you,1,0,0,0,0
eng_train_track_b_00686,as i started running i heard him say again i m going to get you,0,3,0,0,2
eng_train_track_b_00687,i felt sick to my stomach with fear and struggled against every ounce of strength i had when he finally untied me from my chair,0,3,0,1,0
eng_train_track_b_00688,i really need it for my face as i m getting a little wind burn,0,0,0,0,0
eng_train_track_b_00689,we ordered some food at mcdonalds instead of buying food at the theatre because of the ridiculous prices the theatre has,1,0,0,0,0
eng_train_track_b_00690,best friends ever since,0,0,2,0,0
eng_train_track_b_00691,then this foul stench hits my nose like someone had taken a shit in a pair of socks and then worn them for a week straight,1,0,0,0,0
eng_train_track_b_00692,i feela little better but my ears are popping and my nose is running so muchthat i m thinking i need to get stock in puffs tissues,0,1,0,0,0
eng_train_track_b_00693,who loses a sock,1,0,0,0,1
eng_train_track_b_00694,the breeze was fresh and the sky was a soft pink with the sun softly shining over the roof tops and there was the black woman walking down the road near me and she was singing and it was quite soothing and it all made me think and smile but then it made me start to question things and my head got really tangled in its happiness and now i feel quite tender and sensitive over nothing,0,1,1,2,1
eng_train_track_b_00695,and it constantly feels like thoughts are racing through my head,0,3,0,1,0
eng_train_track_b_00696,sadly we have yet to act on this brilliant plan,0,0,0,2,0
eng_train_track_b_00697,i even wrote on my hand so i could remember it the next morning,0,0,0,0,0
eng_train_track_b_00698,as a person diagnosed with bipolar disorder i was the crazy ex girlfriend,0,1,0,2,0
eng_train_track_b_00699,i cried every time,0,0,0,3,0
eng_train_track_b_00700,my brother noticed my face was really red,0,0,0,0,0
eng_train_track_b_00701,i honestly didnt know how to handle this,0,2,0,1,0
eng_train_track_b_00702,the cold air brushed against my face as i sat on the swing in our backyard i wasn t swinging i only sat there watching waiting,0,0,0,1,0
eng_train_track_b_00703,i mean i know you like her and everything but i beat you to it man,0,0,1,0,0
eng_train_track_b_00704,ok so here i am trying to just sit down and write some of the really neat things that floated through my head today at work and as soon as i get to a point when i don t have someone staring at me all that beautiful crap flies right out of my ear and goes away i think i left the ac on again,0,0,0,0,0
eng_train_track_b_00705,blank i had a dull throbbing pain in my arm yesterday which i took painkillers for but ended up waking up at 4 00 am this morning with it still in pain,0,1,0,2,0
eng_train_track_b_00706,he acted confused about the whole incident,0,1,0,0,2
eng_train_track_b_00707,when i was 10 we had to paint birds for art i was pretty good at art but a girl copied my exact one even though we had to do different ones and i was not pleased,1,0,0,0,1
eng_train_track_b_00708,you are the demon,2,1,0,0,1
eng_train_track_b_00709,it splatterd hot cleaning product everywhere and that burnt my arm and left a mark,1,2,0,1,0
eng_train_track_b_00710,i guess those 3 beers i drank down at 6 went straight to my head,0,0,1,0,0
eng_train_track_b_00711,i was less sad about missing my birthday though and more sad about missing her,0,0,0,3,0
eng_train_track_b_00712,it was deleted without any human interaction,1,0,0,0,2
eng_train_track_b_00713,luckily the security guard is cool with me and let me stay,0,0,2,0,0
eng_train_track_b_00714,i thought maybe the warmth of my skin could coax the color back into existence,0,0,0,0,0
eng_train_track_b_00715,brushing myself off i ate one of the apples i had it wasn t until i felt cold that a hand touched my shoulder and caused me to jump,0,3,0,0,1
eng_train_track_b_00716,i now wore a 36b bra and my waist was down to 25 inches but she insisted,0,0,0,0,0
eng_train_track_b_00717,then she told me it might be due to the new birth control pills she started soon after i left,0,1,0,1,1
eng_train_track_b_00718,my spanish language skills were fairly basic,0,1,0,0,0
eng_train_track_b_00719,i woke with a start a sudden chill that spread to the tip of my nose and found a small note resting delicately on my sheets beside my hand,0,1,0,0,1
eng_train_track_b_00720,my dad was and is an avid cyclist,0,0,1,0,0
eng_train_track_b_00721,just women i occasionally went out with but never anything serious,0,0,0,1,0
eng_train_track_b_00722,it became second nature to just put my toys up against eachother so they could protect me as i slept,0,2,0,1,0
eng_train_track_b_00723,we had recently transferred g to his own bedroom and crib from a cradle that was still in the master bedroom,0,0,1,0,0
eng_train_track_b_00724,the treatment for my original complaint consisted of some chiropractic manipulation of my hip and pressure onto certain nerves which was painful but better afterwards and then a marvellous half an hour of lying still with aromatic herbs massaged into my lower back and an assortment of needles inserted at strategic points,0,0,1,0,0
eng_train_track_b_00725,my dad was a trucker for most of my life,0,0,0,0,0
eng_train_track_b_00726,as i put my foot on the floortiles and started moving towards my computer in the darkness of the room a dark small rodent figure ran from under the computer to the other corner of the room hiding behind some drawers at this point everybody were awake and i had my boost of adrenaline like the ancient cavemen heading for a hunt,0,2,0,0,1
eng_train_track_b_00727,but when i see what i m missing i just can t take it so here i sit miserably all alone its your eyes and your smile that puts the beat in my heart and to know i can t have this just tears me apart,0,1,0,3,0
eng_train_track_b_00728,i looked down at my hands,0,0,0,0,0
eng_train_track_b_00729,today i got my hands dirty with the boys shoveling dirt tossing rocks and gathering up bits of rotten wood all of which the excavator dug up yesterday and left in a big unsightly pile,0,0,1,0,0
eng_train_track_b_00730,then things get weird,0,2,0,0,2
eng_train_track_b_00731,anyway she tried her best to ignore the noise and hours later fell asleep despite being so freaked out,0,3,0,0,0
eng_train_track_b_00732,nevertheless i pulled my hand away,0,1,0,0,0
eng_train_track_b_00733,and told me spook was racist,1,1,0,0,1
eng_train_track_b_00734,nothing so if i can illuminate the flying object then i will have a rough estimate about its height,0,1,0,0,1
eng_train_track_b_00735,x 26 nbsp walking back in the sun was not fun for my feet,0,1,0,0,0
eng_train_track_b_00736,i could have gone inside explored more done so much more but i wasn t accustom to this laid back run down place yet a part of me still watched every car that drove by and looked over my shoulder every few seconds,0,2,0,1,0
eng_train_track_b_00737,can t beat op but my life is the epitome of awkward,0,1,1,1,0
eng_train_track_b_00738,i thought it was beautiful but i was pretty sure it was extensions since it was extraordinarily long,0,0,2,0,1
eng_train_track_b_00739,i learned a lot about my teeth during my visit today,0,0,1,0,0
eng_train_track_b_00740,i fuckin tear up whenever i think about this,0,1,0,3,0
eng_train_track_b_00741,but my eyes didn t seem to shut,0,2,0,1,0
eng_train_track_b_00742,i can even lift my arms above my head,0,0,1,0,0
eng_train_track_b_00743,i want to do more with my brain and experience more of what it is capable of,0,0,1,0,0
eng_train_track_b_00744,she had a fish tank with two fish a bottom feeder and an angel fish,0,0,1,0,0
eng_train_track_b_00745,this was the worse night of my life,0,2,0,3,0
eng_train_track_b_00746,wtf do you do,2,1,0,0,1
eng_train_track_b_00747,met a lot of random canadians that night,0,0,1,0,1
eng_train_track_b_00748,my heart feels like someone tore it out stomped the shit out of it spit on it and jammed it back into my chest,1,1,0,3,0
eng_train_track_b_00749,i thought we were going to go into a different lane about 10 different times and once i ended up going backwards down the hill on my stomach,0,2,0,0,1
eng_train_track_b_00750,bella i m so happy that you re home i smiled as tears slid down my cheeks,0,0,2,0,0
eng_train_track_b_00751,without a sensible thought in my head i got out of the car,0,1,0,0,0
eng_train_track_b_00752,i m going to write now that my fingers are numb from typing this all,0,1,0,0,0
eng_train_track_b_00753,that boy who was probably very mentally ill had just been stabbed god knows how many times,1,2,0,3,1
eng_train_track_b_00754,my neck is reversed,0,1,0,0,0
eng_train_track_b_00755,do we just leave,0,2,0,0,1
eng_train_track_b_00756,after like two seconds of that we start flying forward and smash through the parking barrier stopping right by the edge of the street,0,3,1,0,3
eng_train_track_b_00757,she said she wasn t going to be at school for at least a week,0,1,0,0,1
eng_train_track_b_00758,i was eating at an ethiopian cafe the other day,0,0,1,0,0
eng_train_track_b_00759,after having a couple different catheters in my chest for the last two years,0,1,0,1,0
eng_train_track_b_00760,that was poop on her croc,0,0,0,0,2
eng_train_track_b_00761,she said she agree with me but didn t know how to leave to that i shrugged my shoulders shit i know how pack your shit and leave i mean you know,1,0,0,0,0
eng_train_track_b_00762,so when i caught this song kahin tho hogi last evening driving back home it brought a smile to my face,0,0,2,0,0
eng_train_track_b_00763,i immediately pulled over and tried to grab him but he ran past me,1,2,0,0,1
eng_train_track_b_00764,this idea has been crashing around in my head so i had no choice but to finally write something,0,1,0,0,0
eng_train_track_b_00765,i believe he was just going to scare me and not anything worse,0,2,0,0,1
eng_train_track_b_00766,well yesterday went to the hospital to have my brain poked at im guessing some kind of treasure hunt thing looking for it,0,1,0,0,1
eng_train_track_b_00767,sleepless nights are so evident on my face even a cake of foundation and concealer can not hide massive eyebags and bad tired skin,0,0,0,2,0
eng_train_track_b_00768,only one hour of sleep then 9 hours on my feet,0,1,0,0,0
eng_train_track_b_00769,my sister made us leave quickly and go to our neighbors house,0,2,0,0,0
eng_train_track_b_00770,i stuck out my legs to try and land the fall but one let got stuck on the side of the bike and the other got flipped underneath me and i landed on my right knee then skidded for about 8 feet,1,2,0,1,1
eng_train_track_b_00771,did i get home,0,2,0,0,1
eng_train_track_b_00772,the cat sits there paralyzed and in agony,0,2,0,3,0
eng_train_track_b_00773,none of us had and then years later my brain had changed quite immensely,0,0,0,0,0
eng_train_track_b_00774,but then it got so hot i opened it and welcomed the cold spray on my face,0,0,2,0,1
eng_train_track_b_00775,i was going up to see my avs play the red wings,0,0,2,0,0
eng_train_track_b_00776,i cocked my head like the rca victrola dog and sure enough key in door sounds,0,0,1,0,0
eng_train_track_b_00777,but oh god my nails are black call a priest,0,3,0,0,1
eng_train_track_b_00778,i m lost in my own little world,0,1,0,1,0
eng_train_track_b_00779,my head aches my stomach isn t too happy my whole body hurts,0,2,0,2,0
eng_train_track_b_00780,he fully woke up sat up and said turn on the light it s here watching us,0,3,0,0,2
eng_train_track_b_00781,my hands are cramping my legs ache and i can t find a comfortable position in my chair which is broken and is going out the door tomorrow,0,1,0,1,0
eng_train_track_b_00782,a very similar story happened to my grandmother,0,0,0,0,1
eng_train_track_b_00783,one season they were really nasty and management seemed to not care when we brought it to their attention,2,0,0,1,0
eng_train_track_b_00784,well since everyone is giving their lovely stories,0,0,1,0,0
eng_train_track_b_00785,it was friggin delicious,0,0,3,0,0
eng_train_track_b_00786,the chupacabra legend is pretty big here and in mexico,0,1,0,0,1
eng_train_track_b_00787,not normal light but a spot of light,0,1,0,0,1
eng_train_track_b_00788,after those few seconds i waved one hand at it in a friendly manner it then changed light pattern and hovered away behind my house,0,1,1,0,2
eng_train_track_b_00789,mr jackson just called me and he told me to call you and told me to ask you so he didn t have to call you and that s why i m calling you for him i broke out giggling and rushed to cover my mouth stealing an embarrassed glance at all the nurses watching me in complete awe,0,0,1,0,1
eng_train_track_b_00790,a clip board was forced into my hands as i stood lost in a dark abyss unaware of the reality going on around me,0,2,0,1,1
eng_train_track_b_00791,ugh i know for sure i m a do my eyebrows,0,0,1,0,0
eng_train_track_b_00792,that s when tears streak down my cheeks,0,1,0,3,0
eng_train_track_b_00793,my aunt and i are kind of doing the remedial training together and i can t wait to get on his back,0,0,0,0,0
eng_train_track_b_00794,my brain decided to start trying to do the kempo workout from last night again which is not conducive to sleep,0,1,0,0,0
eng_train_track_b_00795,when my back hit the far wall and the shovel against the wall fell on the dirt i screamed,0,2,0,1,1
eng_train_track_b_00796,sometimes the journey there is just as important,0,0,2,0,0
eng_train_track_b_00797,i come downstairs and see grandma at the dining room table,0,0,1,0,0
eng_train_track_b_00798,i m still sick my nose is sore from blowing it all day and it s wicked hot in the apartment,0,1,0,2,0
eng_train_track_b_00799,and that concludes this post of random news from my neck of the woods,0,0,0,0,0
eng_train_track_b_00800,this operation removed the interlocking tibial nail from within my right tibia a long titanium rod which had done a marvellous job of holding my leg together after that awful accident but which was now superfluous and also the prime suspect in my ongoing pain issues,0,2,0,1,0
eng_train_track_b_00801,i showed the bouncer my face the preferred method to keeping my exclusiveness intact since the tiny club s capacity was at its limit of 87 once you were inside you were given in and out privilege,0,0,0,0,0
eng_train_track_b_00802,i was writing away,0,0,1,0,0
eng_train_track_b_00803,i know in my brain i need to get it back but i have to find a way to make it real again,0,1,0,0,0
eng_train_track_b_00804,signet ring no 1 i was about 13 14 stupidly shaking my hand and it flew off into the gutter outside forsbergs house on glover rd,0,1,0,1,1
eng_train_track_b_00805,i was pretty disgusted,1,1,0,0,0
eng_train_track_b_00806,the top of the mattress comes up a little above my waist,0,0,1,0,0
eng_train_track_b_00807,but alas the humidity ruined it for us both after only 2 songs sigh still i basically had one obvious wet spot the entire shift which i didn t bother to do anything about other than flash to the entire club from stage by doing the splits on my back about 10 times over the course of the day,0,0,1,1,0
eng_train_track_b_00808,later the police find the child naked and bleeding on the floor,2,3,0,3,1
eng_train_track_b_00809,i did not live in a building with an apartment 3h,0,0,0,0,1
eng_train_track_b_00810,but thank you for your offer a sudden tugging at his side made him spin having to fight the instinct to let his hand fly out,1,2,0,0,1
eng_train_track_b_00811,i grinned looking at the saddened ceres from the corner of my eye,0,0,1,0,0
eng_train_track_b_00812,an obvious answer jumps to mind as my eyes jump across skyscrapers,0,0,0,0,0
eng_train_track_b_00813,i accidentally time travelled,0,1,1,0,3
eng_train_track_b_00814,it s not even a conscious thing,0,0,0,0,1
eng_train_track_b_00815,nothing was touching it,0,1,0,0,1
eng_train_track_b_00816,i need to let what im feeling right now out before the hole in my chest is getting deeper,0,2,0,2,0
eng_train_track_b_00817,i freaked out and eyes still closed went back to bed,0,3,0,0,1
eng_train_track_b_00818,my eyebrows raise as i smile ready for the second shot,0,0,1,0,0
eng_train_track_b_00819,my knuckle still doesn t look good and it hurts like hell when i make a fist,0,1,0,1,0
eng_train_track_b_00820,my cheeks burned with fever,0,1,0,0,0
eng_train_track_b_00821,please feel free to comment any questions,0,0,1,0,0
eng_train_track_b_00822,i held him for a bit when he woke up in recovery and he fell right back asleep in my arms,0,0,2,0,0
eng_train_track_b_00823,went to my favorite bar i d told everyone i was going to be there during the week before and no one turned up,1,0,0,2,1
eng_train_track_b_00824,i have a friend whose husband died last year,0,0,0,2,0
eng_train_track_b_00825,i don t know messages,0,1,0,0,0
eng_train_track_b_00826,my arms shook,0,2,0,0,0
eng_train_track_b_00827,so we went to city island where i was having my nails done,0,0,1,0,0
eng_train_track_b_00828,the only flicks i remember off my head were the bad ones but i m sure there were classics mixed in there too,0,0,0,1,0
eng_train_track_b_00829,i spent most of the day asleep in bed and my throat hurts so much it nearly killed me,0,1,0,1,0
eng_train_track_b_00830,she started hallucinating and thrashing around in the bathroom stall at one point,0,3,0,1,1
eng_train_track_b_00831,and left my eyes to cry,0,0,0,3,0
eng_train_track_b_00832,they did the same thing come mother s day but guess what,1,0,0,0,2
eng_train_track_b_00833,we walk out to the dance floor and find two reasonably attractive girls and we each choose one to dance with,0,0,2,0,0
eng_train_track_b_00834,my shoulder neck and wrist have started aching all the time,0,1,0,2,0
eng_train_track_b_00835,we were going to blow that record away,0,0,3,0,0
eng_train_track_b_00836,my knee s are the only weight left keeping me up to abroad,0,2,0,1,0
eng_train_track_b_00837,laughing about it we went back up the beach to go home when we heard a huge bang and saw a bright white flash up by where the houses were,0,2,1,0,3
eng_train_track_b_00838,hawaiian is my first language so not too bad considering,0,0,1,0,0
eng_train_track_b_00839,after getting all warm i went and got my nails done,0,0,1,0,0
eng_train_track_b_00840,long story short we probably saw incoming meteorites with very steep angles of attack,0,2,0,0,2
eng_train_track_b_00841,i had to keep my eyes closed for that time,0,1,0,0,0
eng_train_track_b_00842,a woman is going to get an abortion,0,2,0,1,1
eng_train_track_b_00843,my head was spinning as the smoke i gladly inhaled made its way to my lungs and on its way out the rings easily dissipating into the cold air made me wonder about him for the tenth time on that night,0,2,0,0,0
eng_train_track_b_00844,it won t close,1,1,0,0,0
eng_train_track_b_00845,the tears are prickling behind my eyes as i pull my jeans on and race downstairs i find a pen and paper in the kitchen and in a hasty scrawl i write out like i said i can t do this sorry see you at work,0,2,0,3,0
eng_train_track_b_00846,it s choking me and burning my eyes,0,2,0,1,0
eng_train_track_b_00847,this was my rest week and my legs and everything else were closed for the day,0,0,1,0,0
eng_train_track_b_00848,yes i said the old mask of indifference placed on my face,0,0,0,0,0
eng_train_track_b_00849,pooi kit was driving recklessly and almost caused a major fatal accident i can still remember the tailgate lights of the truck passing in front of my eyes and screeching sounds of the brakes,1,3,0,0,1
eng_train_track_b_00850,trying to put some gel on my head,0,0,0,0,0
eng_train_track_b_00851,we were powerless against what happened that night,0,2,0,3,1
eng_train_track_b_00852,he senses my fear he feels some power he brings up his had i cry and i cower he s out of control i let out a screech he strikes again like lightening tears stream down my cheek there s a flash in his eyes what i beg him to quit bruised swollen cheeks a fracture in my hip,2,3,0,3,0
eng_train_track_b_00853,my finger is an asshole,2,0,0,0,0
eng_train_track_b_00854,my ex and i were both crazy,0,0,0,0,0
eng_train_track_b_00855,levi and i arrived in an eye capturing city that really blew me off my feet,0,0,2,0,2
eng_train_track_b_00856,of course in the end i had a better essay to hand in can t remember how this impacted the grade but i didn t feel like the work i was turning in was mine so when i m editing jenn s work a shiver runs down my spine that my father is also standing above my shoulder editing my edits,0,2,0,0,0
eng_train_track_b_00857,so with my sporting boyfriend we went for a few hours of under the sun getting splash in my eyes with water,0,0,1,0,0
eng_train_track_b_00858,it never came up,0,0,0,0,1
eng_train_track_b_00859,i shut my eyes and let the tears take over,0,0,0,3,0
eng_train_track_b_00860,when it was my turn to play i was mortified to find out i had to move my hand up and down in a sawing motion,0,1,0,0,0
eng_train_track_b_00861,but to his dismay the toilet won t flush,1,1,0,0,1
eng_train_track_b_00862,notice my toes have nail polish on that was new year s resolution 21 then esm decorated the body tracing,0,0,1,0,0
eng_train_track_b_00863,edward i can t put my arms down,0,2,0,0,0
eng_train_track_b_00864,overall it was a pleasant night with three standout incidents,0,0,2,0,0
eng_train_track_b_00865,i just cracked my head into a glass door a delivery person instead of calling me and saying i ve got a package,2,2,0,0,0
eng_train_track_b_00866,i remember bringing it to my kindergarten class once to watch on a movie day,0,0,1,0,0
eng_train_track_b_00867,when i was little i distinctly remember being able to see with my eyes closed,0,1,1,0,1
eng_train_track_b_00868,however deep inside my heart i really want to go back to my hometown,0,0,0,1,0
eng_train_track_b_00869,i still can t figure it out,0,2,0,1,1
eng_train_track_b_00870,this probably doesn t actually make much sense at the moment but my head hurts,0,1,0,0,0
eng_train_track_b_00871,i know you run a successful store and i really admire that,0,0,1,0,0
eng_train_track_b_00872,this was right before sunset when we got in bed and i instantly fell asleep,0,0,2,0,0
eng_train_track_b_00873,i yell but i can t help but feel a sharp stave in my chest,0,2,0,1,0
eng_train_track_b_00874,i need no throwaway,0,0,0,0,0
eng_train_track_b_00875,and here in edinburgh through this journey of mine it has been right at my side in my hand,0,0,1,0,0
eng_train_track_b_00876,got ready for junior year to end june school ended i dyed my hair purple lol i sprained my ankle on the way to the riverfront festival,0,1,0,1,0
eng_train_track_b_00877,probably going to get buried,0,2,0,2,0
eng_train_track_b_00878,a nice way to get some items off my chest,0,0,1,0,0
eng_train_track_b_00879,amber on the other hand was missing a boyfriend,0,0,0,1,0
eng_train_track_b_00880,i spent all day at home sick,0,1,0,2,0
eng_train_track_b_00881,still cant get my head around the fact that this time 2 weeks ill be home,0,1,0,0,0
eng_train_track_b_00882,i pull my arm away and purchase a ticket for a mystery movie and enter through the back entrance only to realize that the whole theater was crowded,0,1,0,0,2
eng_train_track_b_00883,got caught with a shitload of mary jane,1,2,0,1,1
eng_train_track_b_00884,i had to relax my muscles and clear my mind in order to do that,0,1,0,0,0
eng_train_track_b_00885,prior to we got some humongous popsicles which turned my tongue an amazing shade of blue and we visited the children s a s display,0,0,2,0,0
eng_train_track_b_00886,i zip up the tote back quickly throw it onto my shoulder and grab up the other larger bag,0,0,1,0,0
eng_train_track_b_00887,i ask her to tell me hers first and she starts telling me how she dreamed the sears tower was falling down,0,1,0,0,2
eng_train_track_b_00888,he had a large going away party,0,0,1,0,0
eng_train_track_b_00889,yeah im good now my back has stopped bleeding,0,1,0,0,0
eng_train_track_b_00890,my mother announced our names into the intercom i folded my hands prayer like calm down calm down calm down,0,2,0,0,0
eng_train_track_b_00891,eight inches here nine inches there my feet in the snow,0,1,0,0,0
eng_train_track_b_00892,just going in circles,1,1,0,2,0
eng_train_track_b_00893,thoughts of the movie phantasm were swirling through my head,0,1,0,0,0
eng_train_track_b_00894,after reading the top comment about the person s mom and her friend maybe she isn t telling me something,0,2,0,0,1
eng_train_track_b_00895,standing at the edge of my heart i m gazing i m listening like seeing an ocean in a cold winter night such a fear i m falling breaking into pieces,0,3,0,2,0
eng_train_track_b_00896,i liked spending all my nights at home hula hooping and listening to pop music and laughing at jokes inside my head,0,0,3,0,0
eng_train_track_b_00897,i stumbled out of bed probably 4 in a morning in a most asleep daze and went to the bathroom,0,1,0,0,0
eng_train_track_b_00898,shivering caused me to tense up which caused my hips to keep cramping in charlie horse fashion,0,1,0,2,0
eng_train_track_b_00899,her excuse to being late,1,0,0,0,1
eng_train_track_b_00900,it was a sad strange experience,0,1,0,2,1
eng_train_track_b_00901,so again i tried to eat my lunch my stomach in knots an unseen hand gripping my heart,0,3,0,1,0
eng_train_track_b_00902,like i found a way to escape gravity and moved about my bedroom as though i was on the iss or something thrilling at my new found ability,0,0,3,0,2
eng_train_track_b_00903,40 minutes of genuinely thinking it s quite possible i may never leave those woods,0,3,0,1,0
eng_train_track_b_00904,my blood turned to icewater in my veins,0,3,0,0,0
eng_train_track_b_00905,my arms start getting numb and achy and no way to lie makes them stop,0,1,0,1,0
eng_train_track_b_00906,after an evening there we were driving back because we had no money for a hotel,0,2,0,2,0
eng_train_track_b_00907,the bus is gone,0,1,0,1,1
eng_train_track_b_00908,and they probably knew exactly what your dad saw,0,1,0,0,1
eng_train_track_b_00909,i hope your baby fucking dies,3,0,0,0,0
eng_train_track_b_00910,my eyes were open but i couldn t see in any colors,0,1,0,2,0
eng_train_track_b_00911,but i get beyond that tired stage and can t close my eyes later,0,2,0,1,0
eng_train_track_b_00912,as i turned to walk out of the alley a pair of brass knuckles crushed into the side of my face,1,3,0,0,2
eng_train_track_b_00913,one day i ask jane for her cell number,0,1,1,0,0
eng_train_track_b_00914,lots of profanity and screaming,3,2,0,0,0
eng_train_track_b_00915,so anyways it s late at night and i was down in my living room sleeping on my couch,0,0,0,0,0
eng_train_track_b_00916,his front end was completely smashed in,0,2,0,2,1
eng_train_track_b_00917,my stomach turned into a pile of dogshit and i nearly puked,0,2,0,0,0
eng_train_track_b_00918,at times i was actually having difficulty breathing because the water was in my nose,0,3,0,0,0
eng_train_track_b_00919,it worked i was scared shitless for the rest of the visit,0,3,0,0,0
eng_train_track_b_00920,so my leg is shaking at a million miles an hour and i turn into the target parking lot as she sort of continues to follow me,0,2,0,0,0
eng_train_track_b_00921,a highly intoxicated roommate and a black girl going at it,1,2,0,0,2
eng_train_track_b_00922,blah i want my head to stop hurting and my eyes to start tearing up but i do nt see any of these things happening soon,0,1,0,2,0
eng_train_track_b_00923,was always the tank i ended up spending a month on my back before unemployment kicked in,0,1,0,2,0
eng_train_track_b_00924,my hands were very cold,0,2,0,0,0
eng_train_track_b_00925,and then i accidently dropped the tag because my hand was shaking so much,0,2,0,0,0
eng_train_track_b_00926,i ve got the tug happening in my chest,0,2,0,0,0
eng_train_track_b_00927,checked weather report checked space station schedule etc etc nothing that made sense,0,2,0,1,2
eng_train_track_b_00928,prior to the opening of the hunting season in the autumn when the whole hunting collective club goes to hunt together we go hunting alone,0,1,0,0,0
eng_train_track_b_00929,but anyway this house,0,0,0,0,0
eng_train_track_b_00930,so i went ahead and finished it but it fits my head without quite covering my ears so even though i started out knitting it for you it didn t end up working,0,0,0,0,0
eng_train_track_b_00931,the dog barked more whimpered and whined,0,1,0,1,0
eng_train_track_b_00932,so they decided to throw me a 90s mcdonalds birthday party,0,0,2,0,1
eng_train_track_b_00933,it never freaked me out because it happened enough as i was small and i got used to it,0,1,0,0,0
eng_train_track_b_00934,i ve never had my cheeks hurt so much from laughing and or smiling,0,0,2,0,0
eng_train_track_b_00935,police got called guy gets taken away,0,1,0,0,1
eng_train_track_b_00936,i had to think about that for a second and do the math in my head,0,1,0,0,0
eng_train_track_b_00937,she hit katahdin and celebrated,1,0,2,0,0
eng_train_track_b_00938,i know this will get buried but whatever,0,0,0,1,0
eng_train_track_b_00939,he also told me i would be his wife one day,0,0,2,0,1
eng_train_track_b_00940,we shared about a minute of spaz dancing and off key singing before we went our seperate ways,0,0,2,0,0
eng_train_track_b_00941,i go to her pictures and see the image of what was in my head right there in front of me,0,0,1,0,1
eng_train_track_b_00942,they buy energy from energy generators and sell it to you the customer,0,0,0,0,0
eng_train_track_b_00943,i struggle to make out the images my eyes begin to pick up,0,3,0,0,0
eng_train_track_b_00944,i jumped out wrapped a towel around me dried off my hand and face and answered it,0,0,0,0,0
eng_train_track_b_00945,and i seriously felt tat my chest hurts for the next few months i really need to give up 1 shopping2 manicure pedicure3 ktv session4 clubbingcos i simply dun have budget for the above,0,1,0,2,0
eng_train_track_b_00946,i closed my eyes and felt the elements around me,0,0,1,0,0
eng_train_track_b_00947,she finally decided to go to the doctor,0,1,1,0,0
eng_train_track_b_00948,the assault ended abruptly the pistol dropped from my hands and hit the soggy grass with a heavy thump,1,2,0,1,2
eng_train_track_b_00949,i felt like batman that day,0,0,2,0,0
eng_train_track_b_00950,i closed my eyes and heard something hit the ground,0,1,0,0,1
eng_train_track_b_00951,right behind the log,0,1,0,0,0
eng_train_track_b_00952,w worst habit not washing my face before i go to bed,0,0,0,0,0
eng_train_track_b_00953,arms back chin down,0,1,0,0,0
eng_train_track_b_00954,i was sitting in the van trying to stay warm and going over the following day s logistics in my head,0,1,0,0,0
